"X.0.977766964457252","X.0.970543745365824","X.0.96653269724075","X.0.955713786755762","X.0.940228418941537","X.0.930999323916309","X.0.932683888395137","X.0.936996459078623"
-0.977766964457252,-0.970543745365824,-0.96653269724075,-0.955713786755762,-0.940228418941537,-0.930999323916309,-0.932683888395137,-0.936996459078623
