"X0.720700319570003","X0.116408636492726","X.0.00299060511154774","X.0.0768446760671514","X.0.0357335216942352","X0.0124103951979799","X.0.00278922706330111","X.0.0314745297767852"
0.720700319570003,0.116408636492726,-0.00299060511154774,-0.0768446760671514,-0.0357335216942352,0.0124103951979799,-0.00278922706330111,-0.0314745297767852
